modelid,year,hpwt,size,air,mpd,price,share,firmid,s0,logdif,ownprice_OLS,const,own_const,own_hpwt,own_air,own_mpd,own_size,all_const,all_hpwt,all_air,all_mpd,all_size
ARSPID,82,0.4513344,1.0985,0,1.6381173,15.5336788,2.61e-5,20,0.9188706,-10.468965271872122,-1.3768681696547118,1,0,0,0,0,0,109,38.9651689,26,193.0744592,139.9823
BKCENT,82,0.3420753,1.292,0,1.8614969,9.8860104,0.0011901,19,0.9188706,-6.649107970012375,-0.8762723383101911,1,31,11.0077888,9,50.4093363,42.225899999999996,78,28.066639200000004,17,142.4417433,97.56290000000001
BKELCT,82,0.4035513,1.6872,1,1.2658179,12.3150259,7.101e-4,19,0.9188706,-7.165494781012722,-1.0915744678706354,1,31,10.9463128,8,51.0050153,41.8307,78,28.066639200000004,17,142.4417433,97.56290000000001
BKLSAB,82,0.3140166,1.6863,0,1.3402778,9.1979275,0.0012989,19,0.9188706,-6.561627554787531,-0.8152823142925898,1,31,11.0358475,9,50.930555399999996,41.831599999999995,78,28.0666392,17,142.4417433,97.56290000000003
BKREGA,82,0.3473319,1.4472,0,1.3402778,9.1834197,9.397e-4,19,0.9188706,-6.88533991081175,-0.8139963775683338,1,31,11.0025322,9,50.930555399999996,42.070699999999995,78,28.066639200000004,17,142.4417433,97.56290000000001
BKRIVE,82,0.2916667,1.4904,1,1.2658179,14.7896373,5.204e-4,19,0.9188706,-7.476302839562419,-1.310918109051415,1,31,11.0581974,8,51.0050153,42.027499999999996,78,28.066639200000004,17,142.4417433,97.56290000000001
BKSKYH,82,0.3689727,1.0912,0,1.9359568,8.1284974,5.594e-4,19,0.9188706,-7.40403580543291,-0.7204905857317639,1,31,10.980891399999999,9,50.3348764,42.4267,78,28.066639200000004,17,142.44174329999998,97.56290000000003
BKSKYL,82,0.3610108,1.2558,0,1.9359568,7.9554404,0.0016893,19,0.9188706,-6.298831065272087,-0.7051512267876394,1,31,10.988853299999999,9,50.3348764,42.2621,78,28.0666392,17,142.44174329999998,97.56290000000001
BW320i,82,0.404,1.1392,1,1.8614969,13.7720207,4.345e-4,8,0.9188706,-7.656704641495323,-1.2207190053173884,1,3,1.4768628000000001,3,4.4675927,3.9913,106,37.5356405,22,188.3834869,135.95030000000003
BW528e,82,0.4087838,1.2663,1,1.6381173,24.1709845,1.256e-4,8,0.9188706,-8.897798332166673,-2.142458307253489,1,3,1.4720790000000001,3,4.690972299999999,3.8641999999999994,106,37.5356405,22,188.3834869,135.9503
BW633c,82,0.5419162,1.3192,1,1.4147377,38.3367876,1.81e-5,8,0.9188706,-10.83498864792899,-3.398081243527029,1,3,1.3389466,3,4.9143519,3.8112999999999997,106,37.5356405,22,188.38348690000004,135.95030000000003
BW733i,82,0.5261628,1.4058,1,1.4147377,34.5233161,4.62e-5,8,0.9188706,-9.897920788113078,-3.0600642424135898,1,3,1.3547,3,4.9143519,3.7246999999999995,106,37.5356405,22,188.38348690000004,135.9503
CDCIMM,82,0.3486529,1.1245,1,1.9359568,12.5709845,1.641e-4,19,0.9188706,-8.630424588104725,-1.1142620265376384,1,31,11.0012112,8,50.3348764,42.3934,78,28.066639200000004,17,142.44174329999998,97.5629
CDDEVI,82,0.3256056,1.6796,1,1.2658179,16.2683938,0.0018379,19,0.9188706,-6.214521691729341,-1.4419915515845518,1,31,11.0242585,8,51.0050153,41.8383,78,28.066639199999997,17,142.4417433,97.56290000000001
CDELDR,82,0.3457815,1.4555,1,1.2658179,19.3948187,6.824e-4,19,0.9188706,-7.2052845900233,-1.719110383836054,1,31,11.0040826,8,51.0050153,42.0624,78,28.0666392,17,142.4417433,97.56290000000001
CDSEVI,82,0.3350308,1.4555,1,1.2658179,24.2829016,2.863e-4,19,0.9188706,-8.0738603740967,-2.1523783715611184,1,31,11.0148333,8,51.0050153,42.0624,78,28.066639200000004,17,142.4417433,97.56290000000001
CRCORD,82,0.2714932,1.5403,0,1.2658179,8.557513,1.886e-4,16,0.9188706,-8.491272216001413,-0.7585175033428914,1,14,4.4970802999999995,2,24.720678900000003,18.181,95,34.6479298,24,168.7260797,121.35950000000001
CRIMPE,82,0.3295311,1.5622,1,1.1168981,21.7492228,3.1e-5,16,0.9188706,-10.296913381715624,-1.9277991371914116,1,14,4.4390424,1,24.8695987,18.1591,95,34.64792980000001,24,168.7260797,121.35950000000003
CRLEBA,82,0.3421589,1.242,0,1.787037,8.5378238,0.0010555,16,0.9188706,-6.769130718912394,-0.7567722997040749,1,14,4.426414599999999,2,24.1994598,18.4793,95,34.6479298,24,168.7260797,121.35950000000003
CRNEWY,82,0.2564103,1.5525,1,1.2658179,12.1834197,7.489e-4,16,0.9188706,-7.112295122945448,-1.0799092087879503,1,14,4.5121632,1,24.720678900000003,18.1688,95,34.6479298,24,168.7260797,121.3595
CVCAMA,82,0.3176581,1.3724,0,1.4891975,8.0362694,0.0021789,19,0.9188706,-6.0443251449205375,-0.7123157161991897,1,31,11.032206,9,50.781635699999995,42.1455,78,28.066639199999997,17,142.44174330000004,97.56290000000001
CVCAVL,82,0.3709949,1.1591,0,1.9359568,7.4476684,0.0014466,19,0.9188706,-6.453929331785589,-0.6601435300762905,1,31,10.9788692,9,50.3348764,42.358799999999995,78,28.066639200000004,17,142.44174329999998,97.56290000000001
CVCHEV,82,0.3240279,1.023,0,2.1593364,5.4279793,0.0027637,19,0.9188706,-5.806574945554139,-0.48112311448815737,1,31,11.025836199999999,9,50.1114968,42.494899999999994,78,28.066639200000004,17,142.4417433,97.56290000000001
CVCITA,82,0.373599,1.2213,0,1.9359568,7.1492228,0.0022258,19,0.9188706,-6.0230289056614446,-0.6336900252559448,1,31,10.976265099999999,9,50.3348764,42.2966,78,28.066639200000004,17,142.44174329999998,97.5629
CVCLBR,82,0.329188,1.3041,0,1.8614969,8.7699482,0.0012073,19,0.9188706,-6.634758845862428,-0.7773472518371265,1,31,11.0206761,9,50.4093363,42.2138,78,28.0666392,17,142.4417433,97.56290000000001
CVCORV,82,0.6188119,1.2834,1,1.1168981,18.9533679,2.678e-4,19,0.9188706,-8.140660152943697,-1.679981239811999,1,31,10.731052199999999,8,51.1539351,42.2345,78,28.066639200000004,17,142.44174330000004,97.56290000000001
CVMALI,82,0.3558719,1.4089,0,1.4891975,8.4321244,0.0013196,19,0.9188706,-6.545816646846343,-0.74740335746667,1,31,10.9939922,9,50.781635699999995,42.108999999999995,78,28.066639200000004,17,142.44174330000004,97.56290000000003
CVMNTC,82,0.3448276,1.4472,0,1.4891975,8.4735751,0.0011792,19,0.9188706,-6.658309064765697,-0.7510774484643483,1,31,11.0050365,9,50.781635699999995,42.070699999999995,78,28.0666392,17,142.44174330000004,97.56290000000001
DG400,82,0.3466777,1.2558,0,1.787037,8.4321244,3.449e-4,16,0.9188706,-7.887646066257974,-0.74740335746667,1,14,4.4218958,2,24.1994598,18.4655,95,34.6479298,24,168.7260797,121.35950000000003
DGARIE,82,0.3636364,1.2144,0,1.787037,6.8694301,0.0013475,16,0.9188706,-6.524894283417617,-0.6088898689187511,1,14,4.4049371,2,24.1994598,18.506899999999998,95,34.64792980000001,24,168.7260797,121.3595
DGCHLN,82,0.3376147,1.188,0,1.6381173,8.334715,1.671e-4,16,0.9188706,-8.612308150599421,-0.7387692210195352,1,14,4.4309588,2,24.3483795,18.5333,95,34.6479298,24,168.7260797,121.35950000000003
DGCOLT,82,0.3713528,0.9891,0,2.8294753,5.9170984,4.424e-4,16,0.9188706,-7.638686135992645,-0.5244774627163543,1,14,4.397220699999999,2,23.157021500000003,18.7322,95,34.64792980000001,24,168.72607969999999,121.3595
DGDIPL,82,0.2748092,1.545,0,1.2658179,8.0310881,2.963e-4,16,0.9188706,-8.039528131621251,-0.7118564581483902,1,14,4.4937643,2,24.720678900000003,18.176299999999998,95,34.6479298,24,168.7260797,121.35950000000003
DGMIRA,82,0.2723147,1.533,0,1.3402778,8.9316062,8.72e-5,16,0.9188706,-9.262696255285837,-0.7916762306602267,1,14,4.4962588,2,24.646219000000002,18.188299999999998,95,34.6479298,24,168.7260797,121.35950000000003
DGOMNI,82,0.2985782,1.0758,0,2.6060957,5.6984456,4.767e-4,16,0.9188706,-7.564013223989989,-0.5050966010156555,1,14,4.4699953,2,23.3804011,18.6455,95,34.6479298,24,168.7260797,121.35950000000003
DT200S,82,0.3959627,1.1859,0,1.9359568,8.0196891,5.786e-4,2,0.9188706,-7.370289193658735,-0.7108460780273661,1,5,2.1131716,1,9.9776234,5.6845,104,36.907369,25,182.7989963,134.2104
DT210,82,0.3419253,1.0521,0,2.2337963,4.973057,0.0022835,2,0.9188706,-5.997435953575716,-0.4407998888955108,1,5,2.1672089999999997,1,9.6797839,5.8183,104,36.907369,25,182.79899630000003,134.21040000000002
DT280Z,82,0.5986033,1.2194,0,1.4891975,18.9626943,6.823e-4,2,0.9188706,-7.205431142379392,-1.6808079096216946,1,5,1.910531,1,10.4243827,5.651,104,36.907369,25,182.79899630000003,134.2104
DT310,82,0.3357438,1.0304,0,2.382716,5.8953368,5.336e-4,2,0.9188706,-7.451254091599355,-0.5225485664937314,1,5,2.1733905,1,9.5308642,5.84,104,36.907369,25,182.79899630000003,134.21040000000002
DT810M,82,0.4294918,1.2342,1,1.6381173,11.4497409,6.459e-4,2,0.9188706,-7.260255893162342,-1.0148776731500133,1,5,2.0796425,0,10.2754629,5.6362000000000005,104,36.907369,25,182.7989963,134.21040000000002
DTSTAN,82,0.4074074,1.1484,0,2.2337963,7.2528497,7.054e-4,2,0.9188706,-7.172135568398818,-0.642875266045782,1,5,2.1017269,1,9.6797839,5.7219999999999995,104,36.907369,25,182.79899630000003,134.2104
FDESCO,82,0.337487,1.0824,0,2.0848765,5.8735751,0.0040238,18,0.9188706,-5.430918577445634,-0.5206196614073474,1,15,4.929213799999999,3,23.529321,21.1661,94,34.1498025,23,169.098379,118.8323
FDEXP,82,0.3175379,1.1286,0,2.1593364,7.6549223,4.65e-4,18,0.9188706,-7.588863180613413,-0.6785140205197262,1,15,4.9491629,3,23.4548611,21.1199,94,34.14980250000001,23,169.09837900000002,118.8323
FDFRMO,82,0.3250831,1.3916,0,1.6381173,6.9378238,0.001657,18,0.9188706,-6.318136568774206,-0.6149521230536128,1,15,4.9416177,3,23.9760802,20.8569,94,34.1498025,23,169.09837900000002,118.8323
FDGRNA,82,0.3253235,1.3987,0,1.6381173,7.5658031,0.0011314,18,0.9188706,-6.699689503291714,-0.6706147075903838,1,15,4.9413773,3,23.9760802,20.8498,94,34.1498025,23,169.09837900000002,118.83230000000002
FDLTD,82,0.3407155,1.638,0,1.2658179,8.6134715,0.0018196,18,0.9188706,-6.224528610504921,-0.7634775310648256,1,15,4.9259853,3,24.3483796,20.610500000000002,94,34.1498025,23,169.09837900000002,118.8323
FDMUST,82,0.350458,1.224,0,1.6381173,6.5751295,0.0014243,18,0.9188706,-6.469464842260229,-0.5828037669935405,1,15,4.9162428,3,23.9760802,21.0245,94,34.1498025,23,169.09837900000002,118.83230000000002
FDTHNB,82,0.2933333,1.5075,0,1.3402778,8.8,5.075e-4,18,0.9188706,-7.501403875284827,-0.7800109715775418,1,15,4.9733675,3,24.2739197,20.741,94,34.1498025,23,169.09837900000002,118.83230000000002
FTSPID,82,0.5084746,1.0432,0,1.8614969,12.7357513,5.75e-5,17,0.9188706,-9.679115638397466,-1.1288665619639706,1,1,0.35211269999999995,0,1.9359568000000003,0.9734,108,38.555916,26,190.9151228,139.0642
FTX119,82,0.3521127,0.9734,0,1.9359568,11.2953368,2.81e-5,17,0.9188706,-10.39513100986107,-1.001191662689041,1,1,0.5084746,0,1.8614969000000001,1.0432,108,38.555916,26,190.9151228,139.0642
HD1300,82,0.3647059,0.9387,0,2.6060957,4.973057,0.0015786,3,0.9188706,-6.366606928926467,-0.4407998888955108,1,2,0.7271047999999999,0,4.169753,2.132,107,38.324692600000006,26,187.93672780000003,138.0101
HDACCO,82,0.3623188,1.079,0,2.0848765,8.5440415,0.0023299,3,0.9188706,-5.977319959016982,-0.7573234217742997,1,2,0.7294919,0,4.6909722,1.9917,107,38.324692600000006,26,187.9367278,138.0101
HDPREL,82,0.364786,1.053,0,2.0848765,8.2849741,4.513e-4,3,0.9188706,-7.6187682793678135,-0.7343603065040647,1,2,0.7270246999999999,0,4.6909722,2.0177,107,38.3246926,26,187.9367278,138.01010000000002
LCCONT,82,0.3701595,1.4948,1,1.3402778,22.0746114,2.694e-4,18,0.9188706,-8.134703322224507,-1.9566408051489408,1,15,4.8965413,2,24.2739197,20.7537,94,34.1498025,23,169.09837900000002,118.83230000000002
LCMARK,82,0.3269618,1.7301,1,1.191358,20.6466321,3.327e-4,18,0.9188706,-7.923659403176338,-1.830068132286939,1,15,4.939738999999999,2,24.4228395,20.5184,94,34.14980250000001,23,169.098379,118.83230000000002
LCTWNC,82,0.3302846,1.7301,1,1.191358,16.6839378,5.069e-4,18,0.9188706,-7.502586840722466,-1.4788243787633266,1,15,4.9364162,2,24.4228395,20.5184,94,34.14980250000001,23,169.098379,118.83230000000002
MB240D,82,0.2218543,1.3561,1,2.0848765,23.9979275,1.606e-4,9,0.9188706,-8.65198378468811,-2.1271189483093647,1,3,1.1833603,3,4.5420525000000005,4.265700000000001,106,38.01128870000001,22,188.0856475,135.459
MB300S,82,0.3287671,1.4616,1,2.0104167,38.1658031,4.596e-4,9,0.9188706,-7.600544040226168,-3.382925586030472,1,3,1.0764475,3,4.6165123,4.160200000000001,106,38.0112887,22,188.0856475,135.459
MB380S,82,0.4258242,1.5048,1,1.2658179,48.1170984,4.4e-5,9,0.9188706,-9.946710952282508,-4.264984621872293,1,3,0.9793903999999999,3,5.3611111000000005,4.117000000000001,106,38.0112887,22,188.08564750000002,135.45900000000003
MB380S,82,0.428769,1.2993,1,1.2658179,43.2466321,1.001e-4,9,0.9188706,-9.124730899879596,-3.8332781274747165,1,3,0.9764455999999999,3,5.3611111000000005,4.322500000000001,106,38.0112887,22,188.08564750000002,135.45900000000003
MCCAPR,82,0.3445576,1.26,0,1.6381173,6.9544041,3.727e-4,18,0.9188706,-7.8101267797155565,-0.6164217612254363,1,15,4.9221432,3,23.9760802,20.9885,94,34.1498025,23,169.09837900000002,118.83230000000002
MCCOUG,82,0.295302,1.3987,0,1.3402778,8.453886,4.865e-4,18,0.9188706,-7.543663684574709,-0.749332253689293,1,15,4.971398799999999,3,24.2739197,20.8498,94,34.14980250000001,23,169.09837900000002,118.83230000000002
MCLN7,82,0.3156872,1.1286,0,2.1593364,8.0694301,1.562e-4,18,0.9188706,-8.679763348795184,-0.7152550014065977,1,15,4.9510136,3,23.4548611,21.1199,94,34.14980250000001,23,169.09837900000002,118.8323
MCLYNX,82,0.3378378,1.0824,0,2.0848765,5.9160622,0.0011435,18,0.9188706,-6.689051572737934,-0.524385616424451,1,15,4.928863,3,23.529321,21.1661,94,34.1498025,23,169.098379,118.8323
MCMARQ,82,0.3213712,1.6614,0,1.2658179,8.988601,0.0010486,18,0.9188706,-6.775689366062337,-0.7967281135378254,1,15,4.9453296,3,24.3483796,20.5871,94,34.1498025,23,169.09837900000002,118.83230000000003
MCZEPH,82,0.3346008,1.3916,0,1.6381173,6.6435233,5.048e-4,18,0.9188706,-7.506738274973766,-0.5888660299921632,1,15,4.9321,3,23.9760802,20.8569,94,34.14980250000001,23,169.09837900000002,118.8323
MZ626,82,0.3094778,1.1658,0,2.0104167,7.507772,7.163e-4,4,0.9188706,-7.156801512580364,-0.6654709695571209,1,1,0.3514212,0,2.5316358000000005,1.0854999999999997,108,38.7556043,26,190.170524,138.82950000000002
MZGLC,82,0.3514212,1.0855,0,2.5316358,6.4715026,6.511e-4,4,0.9188706,-7.252237345957953,-0.5736185262037031,1,1,0.3094778,0,2.0104167000000004,1.1657999999999997,108,38.7556043,26,190.170524,138.82950000000002
OD98,82,0.3253514,1.7094,1,1.2658179,12.7398964,0.0010632,19,0.9188706,-6.761862078801734,-1.1292339737228665,1,31,11.024512699999999,8,51.0050153,41.808499999999995,78,28.0666392,17,142.4417433,97.56290000000003
ODCTLC,82,0.3466872,1.323,0,1.8614969,9.3233161,0.0013509,19,0.9188706,-6.522374270225134,-0.8263964601688111,1,31,11.0031769,9,50.4093363,42.1949,78,28.066639200000004,17,142.4417433,97.56290000000001
ODDELT,82,0.3092494,1.6863,0,1.3402778,8.9150259,0.0021549,19,0.9188706,-6.055400988451904,-0.7902065924884032,1,31,11.040614699999999,9,50.930555399999996,41.831599999999995,78,28.066639200000004,17,142.4417433,97.56290000000003
ODFREN,82,0.3752665,1.0912,0,2.0104167,7.7181347,3.37e-4,19,0.9188706,-7.910817655848407,-0.6841170166037885,1,31,10.9745976,9,50.2604165,42.4267,78,28.0666392,17,142.4417433,97.56290000000003
ODOMEG,82,0.3546099,1.281,0,1.9359568,7.8487047,8.627e-4,19,0.9188706,-6.970833580118236,-0.6956904293945703,1,31,10.9952542,9,50.3348764,42.2369,78,28.066639200000004,17,142.44174329999998,97.56290000000001
ODTORN,82,0.338295,1.4832,1,1.2658179,14.9865285,4.095e-4,19,0.9188706,-7.7159636829076454,-1.3283700745294909,1,31,11.011569099999999,8,51.0050153,42.0347,78,28.0666392,17,142.4417433,97.5629
PG504S,82,0.2082111,1.3065,0,2.0848765,12.3316062,1.574e-4,14,0.9188706,-8.672110250217468,-1.0930441060424587,1,1,0.2285714,0,2.0104167000000004,1.3509999999999998,108,38.9797208,26,190.6172833,138.4233
PG604T,82,0.2285714,1.351,0,2.0104167,20.3056995,9.9e-6,14,0.9188706,-11.438365829060226,-1.7998486813132504,1,1,0.2082111,0,2.0848765000000005,1.3064999999999998,108,38.9797208,26,190.6172833,138.4233
PLGRNF,82,0.2748092,1.545,0,1.2658179,8.0310881,2.175e-4,16,0.9188706,-8.348701735672032,-0.7118564581483902,1,14,4.4937643,2,24.720678900000003,18.176299999999998,95,34.6479298,24,168.7260797,121.35950000000003
PLHORI,82,0.2985782,1.0758,0,2.6060957,5.6984456,5.59e-4,16,0.9188706,-7.40475111304567,-0.5050966010156555,1,14,4.4699953,2,23.3804011,18.6455,95,34.6479298,24,168.7260797,121.35950000000003
PLRELI,82,0.3636364,1.2144,0,1.787037,6.8694301,0.0017489,16,0.9188706,-6.264158288345624,-0.6088898689187511,1,14,4.4049371,2,24.1994598,18.506899999999998,95,34.64792980000001,24,168.7260797,121.3595
PLSAPO,82,0.3669725,1.188,0,1.6381173,8.334715,1.557e-4,16,0.9188706,-8.682969507360818,-0.7387692210195352,1,14,4.401600999999999,2,24.3483795,18.5333,95,34.6479298,24,168.7260797,121.35950000000003
PS924T,82,0.5754858,1.1457,1,1.4891975,22.2797927,1.638e-4,12,0.9188706,-8.632254414781801,-1.9748275852810482,1,0,0,0,0,0,109,38.8410175,25,193.22337900000002,139.9351
PT6000,82,0.3394945,1.292,0,1.8614969,9.2124352,6.628e-4,19,0.9188706,-7.2344273006483615,-0.8165682421530847,1,31,11.010369599999999,9,50.4093363,42.225899999999996,78,28.066639200000004,17,142.4417433,97.56290000000001
PTBNNV,82,0.343428,1.4328,0,1.4891975,8.8362694,9.084e-4,19,0.9188706,-6.919215775969366,-0.7832258045244207,1,31,11.0064361,9,50.781635699999995,42.0851,78,28.066639199999997,17,142.44174330000004,97.56290000000003
PTFIRB,82,0.3939501,1.4328,0,1.5636574,8.4145078,1.432e-4,19,0.9188706,-8.766658331674225,-0.7458418641391823,1,31,10.955914,9,50.7071758,42.0851,78,28.066639200000004,17,142.44174329999998,97.56290000000003
PTGRNP,82,0.3409795,1.4746,0,1.4891975,8.6352332,9.962e-4,19,0.9188706,-6.8269525455615865,-0.7654064361512096,1,31,11.0088846,9,50.781635699999995,42.043299999999995,78,28.066639199999997,17,142.44174330000004,97.56290000000001
PTJ200,82,0.3739907,1.144,0,1.9359568,7.1523316,6.798e-4,19,0.9188706,-7.209101948938754,-0.6339655818591766,1,31,10.9758734,9,50.3348764,42.3739,78,28.066639200000004,17,142.44174329999998,97.56290000000001
PTPHOE,82,0.3800676,1.26,0,1.9359568,7.2165803,5.902e-4,19,0.9188706,-7.35043912369193,-0.6396604330989032,1,31,10.9697965,9,50.3348764,42.2579,78,28.066639200000004,17,142.44174329999998,97.56290000000001
PTT100,82,0.3098189,1.023,0,2.1593364,6.1606218,6.108e-4,19,0.9188706,-7.316131012856292,-0.5460627949704301,1,31,11.0400452,9,50.1114968,42.494899999999994,78,28.066639199999997,17,142.4417433,97.56290000000001
RN18i,82,0.3626714,1.2194,0,2.1593364,7.6663212,9.01e-5,24,0.9188706,-9.229980421586479,-0.6795243917769893,1,2,0.6249024000000001,0,3.9463733999999997,2.1296999999999997,107,38.4289295,26,188.6068667,137.7317
RNFUEG,82,0.3446826,1.1859,0,1.787037,8.8031088,1.177e-4,24,0.9188706,-8.96276157193454,-0.7802865281807736,1,2,0.6428912,0,4.3186728,2.1632,107,38.4289295,26,188.6068667,137.73170000000002
RNLECA,82,0.2802198,0.9438,0,2.1593364,5.7979275,2.396e-4,24,0.9188706,-8.251929719959476,-0.5139144389103577,1,2,0.707354,0,3.9463733999999997,2.4053,107,38.4289295,26,188.6068667,137.7317
SA900,82,0.418251,1.2596,0,1.5636574,11.0880829,1.016e-4,11,0.9188706,-9.10985705105639,-0.9828211722456053,1,0,0,0,0,0,109,38.998252300000004,26,193.1489191,139.8212
SBSTD,82,0.3247059,1.105,0,2.382716,6.3305699,0.0017091,5,0.9188706,-6.28717839104631,-0.5611265884475616,1,0,0,0,0,0,109,39.091797400000004,26,192.32986050000002,139.97580000000002
TYCELI,82,0.3696573,1.1682,0,1.8614969,7.4186528,0.0013786,1,0.9188706,-6.502076815749218,-0.6575716566277785,1,5,1.8874136,2,10.5733024,5.483,104,37.1594324,24,182.27777720000003,134.4296
TYCRLA,82,0.3246753,1.0816,0,2.0848765,6.3606218,0.0020879,1,0.9188706,-6.086986531065439,-0.5637903170517378,1,5,1.9323956,2,10.3499228,5.569599999999999,104,37.1594324,24,182.2777772,134.4296
TYCRSS,82,0.4054526,1.2462,1,1.6381173,12.6932642,4.464e-4,1,0.9188706,-7.629685175133668,-1.1251006069468668,1,5,1.8516183,1,10.796682,5.404999999999999,104,37.15943240000001,24,182.2777772,134.42960000000002
TYSTRL,82,0.3364269,0.918,0,2.7550154,5.7803109,2.305e-4,1,0.9188706,-8.290649723764068,-0.5123529455828698,1,5,1.920644,2,9.6797839,5.733199999999999,104,37.1594324,24,182.27777720000003,134.4296
TYSUPR,82,0.494543,1.2328,1,1.5636574,14.0911917,4.057e-4,1,0.9188706,-7.7252866159883675,-1.2490095600684537,1,5,1.7625279,1,10.8711419,5.418399999999999,104,37.1594324,24,182.2777772,134.42960000000002
TYTERC,82,0.3263158,1.0044,0,2.5316358,5.1792746,0.0016194,1,0.9188706,-6.3410895969487555,-0.45907852418328227,1,5,1.9307551,2,9.9031635,5.646799999999999,104,37.1594324,24,182.2777772,134.4296
VVDLGL,82,0.4411254,1.3124,0,1.787037,10.1398964,6.072e-4,6,0.9188706,-7.322042360119349,-0.8987761866658657,1,1,0.4200323,0,1.7125772,1.3124,108,38.5553456,26,191.21296230000002,138.45600000000002
VVGLE,82,0.4200323,1.3124,0,1.7125772,16.984456,3.33e-5,6,0.9188706,-10.225343189214373,-1.5054615938950011,1,1,0.4411254,0,1.787037,1.3124,108,38.5553456,26,191.21296230000002,138.45600000000002
VWJETT,82,0.3698151,1.0752,0,2.0848765,8.9067358,2.42e-4,7,0.9188706,-8.241962860044083,-0.789471777834372,1,5,1.9590322,0,9.9031635,5.8095,104,37.087656,26,182.7245365,134.1961
VWQUNT,82,0.3457944,1.2328,0,2.0848765,11.4715026,1.441e-4,7,0.9188706,-8.760393083195293,-1.0168065782363973,1,5,1.9830529000000001,0,9.9031635,5.6518999999999995,104,37.087656,26,182.7245365,134.1961
VWRABB,82,0.386423,0.9984,0,2.2337963,7.0725389,1.071e-4,7,0.9188706,-9.057137608747068,-0.6268929476032907,1,5,1.9424243,0,9.7542437,5.886299999999999,104,37.087656,26,182.72453650000003,134.1961
VWSCRC,82,0.3828246,1.0624,0,2.0848765,10.5181347,1.576e-4,7,0.9188706,-8.670840408776991,-0.9323023257420971,1,5,1.9460227,0,9.9031635,5.822299999999999,104,37.087656,26,182.7245365,134.1961
AD4000,83,0.3448276,1.1859,0,2.4879936,11.8273092,1.544e-4,7,0.9084781,-8.679979423268456,-1.0483444250272724,1,5,1.82281,1,11.155842,5.6653,109,38.9788735,22,218.46188589999997,139.48669999999998
AD5000,83,0.3699593,1.33,1,1.5248993,14.4126506,3.478e-4,7,0.9084781,-7.867898458938949,-1.277502908808368,1,5,1.7976782999999998,0,12.1189363,5.5212,109,38.9788735,22,218.4618859,139.48669999999998
AMALIN,83,0.2879177,1.066,0,2.4879936,5.6174699,0.0014774,15,0.9084781,-6.421486995764495,-0.49791910846665866,1,3,0.8938804,0,5.2970185999999995,3.7461,111,39.964712999999996,23,224.32070929999998,141.52579999999998
AMCONC,83,0.3099174,1.332,0,1.685415,6.751004,1.35e-4,15,0.9084781,-8.814251282420702,-0.5983928624049853,1,3,0.8718807,0,6.0995972,3.4801,111,39.964712999999996,23,224.32070929999998,141.5258
AMEGL-,83,0.2636783,1.2045,0,1.9261886,7.7279116,3.659e-4,15,0.9084781,-7.81716598883397,-0.6849836176569721,1,3,0.9181197999999999,0,5.8588236,3.6076,111,39.964712999999996,23,224.3207093,141.5258
AMSPIR,83,0.3202847,1.2096,0,1.685415,6.0190763,5.21e-5,15,0.9084781,-9.76636111209981,-0.5335165400866313,1,3,0.8615134,0,6.0995972,3.6025,111,39.964712999999996,23,224.32070929999998,141.5258
ARGTV6,83,0.545519,1.1088,0,1.7656728,18.0672691,3.52e-5,20,0.9084781,-10.15847997825508,-1.6014395595958977,1,0,0,0,0,0,114,40.6009921,23,230.34004869999998,145.2291
BKCENT,83,0.3380917,1.292,0,1.9261886,9.0381526,0.001762,19,0.9084781,-6.245321254363007,-0.8011202489536461,1,30,10.350817600000001,8,54.1740534,41.086,84,30.4576018,15,176.0054795,103.95989999999999
BKELCT,83,0.337473,1.6872,1,1.4446414,12.6365462,9.392e-4,19,0.9084781,-6.8744976117853,-1.1200732589598288,1,30,10.351436300000001,7,54.6556006,40.6908,84,30.457601799999992,15,176.00547949999998,103.9599
BKLSAB,83,0.315367,1.7082,0,1.5248993,9.4317269,0.0017769,19,0.9084781,-6.236900508908103,-0.8360057344230722,1,30,10.3735423,8,54.5753427,40.6698,84,30.457601799999996,15,176.0054795,103.95989999999998
BKREGA,83,0.3504301,1.4472,0,1.685415,9.3162651,8.895e-4,19,0.9084781,-6.928866553753242,-0.8257714763778347,1,30,10.3384792,8,54.414827,40.9308,84,30.4576018,15,176.00547949999998,103.95989999999998
BKRIVE,83,0.3463563,1.5111,1,1.3643836,15.2991968,6.255e-4,19,0.9084781,-7.280974730952166,-1.3560842454913657,1,30,10.342553,7,54.7358584,40.8669,84,30.4576018,15,176.00547949999998,103.95989999999999
BKSKYH,83,0.3630224,1.0912,0,2.0867043,7.1947791,8.559e-4,19,0.9084781,-6.967372513971568,-0.6377280268269081,1,30,10.3258869,8,54.0135377,41.2868,84,30.4576018,15,176.00547949999998,103.9599
BKSKYL,83,0.3610108,1.274,0,2.1669621,7.748996,0.0012049,19,0.9084781,-6.625374205929901,-0.6868524884898278,1,30,10.3278985,8,53.9332799,41.104,84,30.457601799999996,15,176.00547949999998,103.95989999999999
BW320i,83,0.404,1.1072,1,2.0064464,13.3433735,4.059e-4,8,0.9084781,-7.713419237014279,-1.1827247418019347,1,3,1.4762141,2,4.8154714,3.9913,111,39.266296999999994,20,225.2838037,141.2394
