model,group,year,month,i,xt,xt1,odometer,xtmxt1,bxt,bxt1,xtchange,frag
4385,3,84,12,0,4684,8251,223351,0,1,2,1,1
5297,4,75,8,0,0,2353,2353,2353,1,1,0,0
5297,4,75,9,0,2353,6299,6299,3946,1,2,1,1
5297,4,75,10,0,6299,10479,10479,4180,2,3,1,1
5297,4,75,11,0,10479,15201,15201,4722,3,4,1,1
5297,4,75,12,0,15201,20326,20326,5125,4,5,1,1
5297,4,76,1,0,20326,24898,24898,4572,5,5,0,0
5297,4,76,2,0,24898,29349,29349,4451,5,6,1,1
5297,4,76,3,0,29349,33304,33304,3955,6,7,1,1
5297,4,76,4,0,33304,37631,37631,4327,7,8,1,1
5297,4,76,5,0,37631,42428,42428,4797,8,9,1,1
5297,4,76,6,0,42428,47023,47023,4595,9,10,1,1
5297,4,76,7,0,47023,52571,52571,5548,10,11,1,1
5297,4,76,8,0,52571,58696,58696,6125,11,12,1,1
5297,4,76,9,0,58696,62776,62776,4080,12,13,1,1
5297,4,76,10,0,62776,66347,66347,3571,13,14,1,1
5297,4,76,11,0,66347,69260,69260,2913,14,14,0,0
5297,4,76,12,0,69260,72025,72025,2765,14,15,1,1
5297,4,77,1,0,72025,74323,74323,2298,15,15,0,0
5297,4,77,2,0,74323,76684,76684,2361,15,16,1,1
5297,4,77,3,0,76684,79403,79403,2719,16,16,0,0
5297,4,77,4,0,79403,82093,82093,2690,16,17,1,1
5297,4,77,5,0,82093,84579,84579,2486,17,17,0,0
5297,4,77,6,0,84579,88054,88054,3475,17,18,1,1
5297,4,77,7,0,88054,90206,90206,2152,18,19,1,1
5297,4,77,8,0,90206,92421,92421,2215,19,19,0,0
5297,4,77,9,0,92421,95127,95127,2706,19,20,1,1
5297,4,77,10,0,95127,98290,98290,3163,20,20,0,0
5297,4,77,11,0,98290,100941,100941,2651,20,21,1,1
5297,4,77,12,0,100941,104241,104241,3300,21,21,0,0
5297,4,78,1,0,104241,107720,107720,3479,21,22,1,1
5297,4,78,2,0,107720,110597,110597,2877,22,23,1,1
5297,4,78,3,0,110597,113442,113442,2845,23,23,0,0
5297,4,78,4,0,113442,116148,116148,2706,23,24,1,1
5297,4,78,5,0,116148,118615,118615,2467,24,24,0,0
5297,4,78,6,0,118615,121528,121528,2913,24,25,1,1
5297,4,78,7,0,121528,123837,123837,2309,25,25,0,0
5297,4,78,8,0,123837,126505,126505,2668,25,26,1,1
5297,4,78,9,0,126505,129204,129204,2699,26,26,0,0
5297,4,78,10,0,129204,132530,132530,3326,26,27,1,1
5297,4,78,11,0,132530,135398,135398,2868,27,28,1,1
5297,4,78,12,0,135398,137763,137763,2365,28,28,0,0
5297,4,79,1,0,137763,143169,143169,5406,28,29,1,1
5297,4,79,2,0,143169,148099,148099,4930,29,30,1,1
5297,4,79,3,0,148099,152557,152557,4458,30,31,1,1
5297,4,79,4,1,152557,1702,155102,-150855,31,1,0,0
5297,4,79,5,0,1702,4770,158170,3068,1,1,0,0
5297,4,79,6,0,4770,7452,160852,2682,1,2,1,1
5297,4,79,7,0,7452,10156,163556,2704,2,3,1,1
5297,4,79,8,0,10156,11217,164617,1061,3,3,0,0
5297,4,79,9,0,11217,14507,167907,3290,3,3,0,0
5297,4,79,10,0,14507,18022,171422,3515,3,4,1,1
5297,4,79,11,0,18022,20570,173970,2548,4,5,1,1
5297,4,79,12,0,20570,23707,177107,3137,5,5,0,0
5297,4,80,1,0,23707,27378,180778,3671,5,6,1,1
5297,4,80,2,0,27378,30281,183681,2903,6,7,1,1
5297,4,80,3,0,30281,34047,187447,3766,7,7,0,0
5297,4,80,4,0,34047,35694,189094,1647,7,8,1,1
5297,4,80,5,0,35694,36648,190048,954,8,8,0,0
5297,4,80,6,0,36648,39354,192754,2706,8,8,0,0
5297,4,80,7,0,39354,41726,195126,2372,8,9,1,1
5297,4,80,8,0,41726,44294,197694,2568,9,9,0,0
5297,4,80,9,0,44294,46158,199558,1864,9,10,1,1
5297,4,80,10,0,46158,48131,201531,1973,10,10,0,0
5297,4,80,11,0,48131,51245,204645,3114,10,11,1,1
5297,4,80,12,0,51245,53786,207186,2541,11,11,0,0
5297,4,81,1,0,53786,55941,209341,2155,11,12,1,1
5297,4,81,2,0,55941,58332,211732,2391,12,12,0,0
5297,4,81,3,0,58332,61072,214472,2740,12,13,1,1
5297,4,81,4,0,61072,63791,217191,2719,13,13,0,0
5297,4,81,5,0,63791,65991,219391,2200,13,14,1,1
5297,4,81,6,0,65991,68171,221571,2180,14,14,0,0
5297,4,81,7,0,68171,70850,224250,2679,14,15,1,1
5297,4,81,8,0,70850,73806,227206,2956,15,15,0,0
5297,4,81,9,0,73806,76695,230095,2889,15,16,1,1
5297,4,81,10,0,76695,79355,232755,2660,16,16,0,0
5297,4,81,11,0,79355,81410,234810,2055,16,17,1,1
5297,4,81,12,0,81410,83325,236725,1915,17,17,0,0
5297,4,82,1,0,83325,85164,238564,1839,17,18,1,1
5297,4,82,2,0,85164,86109,239509,945,18,18,0,0
5297,4,82,3,0,86109,87608,241008,1499,18,18,0,0
5297,4,82,4,0,87608,89560,242960,1952,18,18,0,0
5297,4,82,5,0,89560,90893,244293,1333,18,19,1,1
5297,4,82,6,0,90893,93025,246425,2132,19,19,0,0
5297,4,82,7,0,93025,95246,248646,2221,19,20,1,1
5297,4,82,8,0,95246,97408,250808,2162,20,20,0,0
5297,4,82,9,0,97408,99072,252472,1664,20,20,0,0
5297,4,82,10,0,99072,101508,254908,2436,20,21,1,1
5297,4,82,11,0,101508,102981,256381,1473,21,21,0,0
5297,4,82,12,0,102981,104612,258012,1631,21,21,0,0
5297,4,83,1,0,104612,106730,260130,2118,21,22,1,1
5297,4,83,2,0,106730,108914,262314,2184,22,22,0,0
5297,4,83,3,0,108914,111486,264886,2572,22,23,1,1
5297,4,83,4,0,111486,113556,266956,2070,23,23,0,0
5297,4,83,5,0,113556,115833,269233,2277,23,24,1,1
5297,4,83,6,0,115833,117899,271299,2066,24,24,0,0
5297,4,83,7,0,117899,119e3,272400,1101,24,24,0,0
5297,4,83,8,0,119e3,119621,273021,621,24,24,0,0
5297,4,83,9,0,119621,121510,274910,1889,24,25,1,1
5297,4,83,10,0,121510,123511,276911,2001,25,25,0,0
5297,4,83,11,0,123511,125254,278654,1743,25,26,1,1
5297,4,83,12,0,125254,127988,281388,2734,26,26,0,0
5297,4,84,1,0,127988,130724,284124,2736,26,27,1,1
5297,4,84,2,0,130724,132526,285926,1802,27,27,0,0
5297,4,84,3,0,132526,134840,288240,2314,27,27,0,0
5297,4,84,4,0,134840,136727,290127,1887,27,28,1,1
5297,4,84,5,0,136727,138259,291659,1532,28,28,0,0
5297,4,84,6,0,138259,139539,292939,1280,28,28,0,0
5297,4,84,7,0,139539,141715,295115,2176,28,29,1,1
5297,4,84,8,0,141715,143036,296436,1321,29,29,0,0
5297,4,84,9,0,143036,144557,297957,1521,29,29,0,0
5297,4,84,10,0,144557,146465,299865,1908,29,30,1,1
5297,4,84,11,0,146465,148396,301796,1931,30,30,0,0
5297,4,84,12,0,148396,149858,303258,1462,30,30,0,0
5297,4,85,1,0,149858,152093,305493,2235,30,31,1,1
5297,4,85,2,0,152093,154467,307867,2374,31,31,0,0
5297,4,85,3,0,154467,156453,309853,1986,31,32,1,1
5297,4,85,4,0,156453,158450,311850,0,32,32,0,0
5298,4,75,8,0,0,129,129,129,1,1,0,0
5298,4,75,9,0,129,4372,4372,4243,1,1,0,0
5298,4,75,10,0,4372,9064,9064,4692,1,2,1,1
5298,4,75,11,0,9064,13846,13846,4782,2,3,1,1
5298,4,75,12,0,13846,18251,18251,4405,3,4,1,1
5298,4,76,1,0,18251,22725,22725,4474,4,5,1,1
5298,4,76,2,0,22725,27843,27843,5118,5,6,1,1
5298,4,76,3,0,27843,32508,32508,4665,6,7,1,1
5298,4,76,4,0,32508,37003,37003,4495,7,8,1,1
5298,4,76,5,0,37003,41817,41817,4814,8,9,1,1
5298,4,76,6,0,41817,47203,47203,5386,9,10,1,1
5298,4,76,7,0,47203,52571,52571,5368,10,11,1,1
5298,4,76,8,0,52571,57887,57887,5316,11,12,1,1
5298,4,76,9,0,57887,62468,62468,4581,12,13,1,1
5298,4,76,10,0,62468,66738,66738,4270,13,14,1,1
5298,4,76,11,0,66738,71023,71023,4285,14,15,1,1
5298,4,76,12,0,71023,75818,75818,4795,15,16,1,1
5298,4,77,1,0,75818,79929,79929,4111,16,16,0,0
5298,4,77,2,0,79929,83721,83721,3792,16,17,1,1
5298,4,77,3,0,83721,88008,88008,4287,17,18,1,1
5298,4,77,4,0,88008,91941,91941,3933,18,19,1,1
5298,4,77,5,0,91941,95928,95928,3987,19,20,1,1
5298,4,77,6,0,95928,100400,100400,4472,20,21,1,1
5298,4,77,7,0,100400,103883,103883,3483,21,21,0,0
5298,4,77,8,0,103883,108156,108156,4273,21,22,1,1
5298,4,77,9,0,108156,111865,111865,3709,22,23,1,1
5298,4,77,10,0,111865,115527,115527,3662,23,24,1,1
5298,4,77,11,0,115527,120400,120400,4873,24,25,1,1
5298,4,77,12,0,120400,122983,122983,2583,25,25,0,0
5298,4,78,1,0,122983,126507,126507,3524,25,26,1,1
5298,4,78,2,0,126507,130014,130014,3507,26,27,1,1
5298,4,78,3,0,130014,134470,134470,4456,27,27,0,0
5298,4,78,4,0,134470,138555,138555,4085,27,28,1,1
5298,4,78,5,0,138555,142429,142429,3874,28,29,1,1
5298,4,78,6,0,142429,145344,145344,2915,29,30,1,1
5298,4,78,7,0,145344,148837,148837,3493,30,30,0,0
5298,4,78,8,0,148837,152791,152791,3954,30,31,1,1
5298,4,78,9,0,152791,156433,156433,3642,31,32,1,1
5298,4,78,10,0,156433,160350,160350,3917,32,33,1,1
5298,4,78,11,0,160350,163496,163496,3146,33,33,0,0
5298,4,78,12,0,163496,167134,167134,3638,33,34,1,1
5298,4,79,1,0,167134,170815,170815,3681,34,35,1,1
5298,4,79,2,0,170815,174119,174119,3304,35,35,0,0
5298,4,79,3,0,174119,177999,177999,3880,35,36,1,1
5298,4,79,4,0,177999,180693,180693,2694,36,37,1,1
5298,4,79,5,0,180693,182668,182668,1975,37,37,0,0
5298,4,79,6,0,182668,184031,184031,1363,37,37,0,0
5298,4,79,7,0,184031,185010,185010,979,37,38,1,1
5298,4,79,8,0,185010,185112,185112,102,38,38,0,0
5298,4,79,9,0,185112,186981,186981,1869,38,38,0,0
5298,4,79,10,0,186981,188971,188971,1990,38,38,0,0
5298,4,79,11,0,188971,191450,191450,2479,38,39,1,1
5298,4,79,12,0,191450,194235,194235,2785,39,39,0,0
5298,4,80,1,0,194235,197006,197006,2771,39,40,1,1
5298,4,80,2,0,197006,201347,201347,4341,40,41,1,1
5298,4,80,3,0,201347,203901,203901,2554,41,41,0,0
5298,4,80,4,0,203901,205697,205697,1796,41,42,1,1
5298,4,80,5,0,205697,205697,205697,0,42,42,0,0
5298,4,80,6,0,205697,207358,207358,1661,42,42,0,0
5298,4,80,7,0,207358,208989,208989,1631,42,42,0,0
5298,4,80,8,0,208989,210737,210737,1748,42,43,1,1
5298,4,80,9,0,210737,212592,212592,1855,43,43,0,0
5298,4,80,10,0,212592,214228,214228,1636,43,43,0,0
5298,4,80,11,0,214228,216888,216888,2660,43,44,1,1
5298,4,80,12,0,216888,219800,219800,2912,44,44,0,0
5298,4,81,1,0,219800,222252,222252,2452,44,45,1,1
5298,4,81,2,0,222252,224753,224753,2501,45,45,0,0
5298,4,81,3,0,224753,227475,227475,2722,45,46,1,1
5298,4,81,4,0,227475,230163,230163,2688,46,47,1,1
5298,4,81,5,0,230163,231903,231903,1740,47,47,0,0
5298,4,81,6,0,231903,234135,234135,2232,47,47,0,0
5298,4,81,7,0,234135,236619,236619,2484,47,48,1,1
5298,4,81,8,0,236619,238939,238939,2320,48,48,0,0
5298,4,81,9,0,238939,241522,241522,2583,48,49,1,1
5298,4,81,10,0,241522,243698,243698,2176,49,49,0,0
5298,4,81,11,0,243698,246250,246250,2552,49,50,1,1
5298,4,81,12,0,246250,248907,248907,2657,50,50,0,0
5298,4,82,1,0,248907,251637,251637,2730,50,51,1,1
5298,4,82,2,0,251637,252955,252955,1318,51,51,0,0
5298,4,82,3,0,252955,255869,255869,2914,51,52,1,1
5298,4,82,4,0,255869,258059,258059,2190,52,52,0,0
5298,4,82,5,0,258059,260787,260787,2728,52,53,1,1
5298,4,82,6,0,260787,262065,262065,1278,53,53,0,0
5298,4,82,7,0,262065,263504,263504,1439,53,53,0,0
5298,4,82,8,0,263504,265436,265436,1932,53,54,1,1
5298,4,82,9,0,265436,267143,267143,1707,54,54,0,0
5298,4,82,10,0,267143,268085,268085,942,54,54,0,0
5298,4,82,11,0,268085,270310,270310,2225,54,55,1,1
5298,4,82,12,0,270310,271850,271850,1540,55,55,0,0
5298,4,83,1,0,271850,273870,273870,2020,55,55,0,0
5298,4,83,2,0,273870,275345,275345,1475,55,56,1,1
5298,4,83,3,0,275345,277605,277605,2260,56,56,0,0
5298,4,83,4,0,277605,280091,280091,2486,56,57,1,1
5298,4,83,5,0,280091,281659,281659,1568,57,57,0,0
5298,4,83,6,0,281659,284185,284185,2526,57,57,0,0
5298,4,83,7,0,284185,286672,286672,2487,57,58,1,1
5298,4,83,8,0,286672,288640,288640,1968,58,58,0,0
5298,4,83,9,0,288640,290485,290485,1845,58,59,1,1
5298,4,83,10,0,290485,292192,292192,1707,59,59,0,0
5298,4,83,11,0,292192,293846,293846,1654,59,59,0,0
5298,4,83,12,0,293846,296824,296824,2978,59,60,1,1
5298,4,84,1,0,296824,297580,297580,756,60,60,0,0
5298,4,84,2,0,297580,298992,298992,1412,60,60,0,0
5298,4,84,3,0,298992,300619,300619,1627,60,61,1,1
5298,4,84,4,0,300619,302519,302519,1900,61,61,0,0
5298,4,84,5,0,302519,304096,304096,1577,61,61,0,0
5298,4,84,6,0,304096,306799,306799,2703,61,62,1,1
5298,4,84,7,0,306799,308882,308882,2083,62,62,0,0
5298,4,84,8,0,308882,310369,310369,1487,62,63,1,1
5298,4,84,9,0,310369,312719,312719,2350,63,63,0,0
5298,4,84,10,0,312719,315040,315040,2321,63,64,1,1
5298,4,84,11,0,315040,316984,316984,1944,64,64,0,0
5298,4,84,12,0,316984,319330,319330,2346,64,64,0,0
5298,4,85,1,0,319330,320645,320645,1315,64,65,1,1
5298,4,85,2,0,320645,322814,322814,2169,65,65,0,0
5298,4,85,3,0,322814,324812,324812,1998,65,65,0,0
5298,4,85,4,0,324812,326724,326724,0,65,66,1,1
5299,4,75,8,0,0,3246,3246,3246,1,1,0,0
5299,4,75,9,0,3246,8016,8016,4770,1,2,1,1
5299,4,75,10,0,8016,12892,12892,4876,2,3,1,1
5299,4,75,11,0,12892,18412,18412,5520,3,4,1,1
5299,4,75,12,0,18412,23993,23993,5581,4,5,1,1
5299,4,76,1,0,23993,29378,29378,5385,5,6,1,1
5299,4,76,2,0,29378,33604,33604,4226,6,7,1,1
5299,4,76,3,0,33604,39581,39581,5977,7,8,1,1
5299,4,76,4,0,39581,44432,44432,4851,8,9,1,1
5299,4,76,5,0,44432,49761,49761,5329,9,10,1,1
5299,4,76,6,0,49761,54512,54512,4751,10,11,1,1
5299,4,76,7,0,54512,60814,60814,6302,11,13,2,2
5299,4,76,8,0,60814,67007,67007,6193,13,14,1,1
5299,4,76,9,0,67007,71339,71339,4332,14,15,1,1
5299,4,76,10,0,71339,76195,76195,4856,15,16,1,1
5299,4,76,11,0,76195,79982,79982,3787,16,16,0,0
5299,4,76,12,0,79982,84298,84298,4316,16,17,1,1
5299,4,77,1,0,84298,89044,89044,4746,17,18,1,1
5299,4,77,2,0,89044,92851,92851,3807,18,19,1,1
5299,4,77,3,0,92851,96988,96988,4137,19,20,1,1
5299,4,77,4,0,96988,100540,100540,3552,20,21,1,1
5299,4,77,5,0,100540,104535,104535,3995,21,21,0,0
5299,4,77,6,0,104535,108581,108581,4046,21,22,1,1
5299,4,77,7,0,108581,112893,112893,4312,22,23,1,1
5299,4,77,8,0,112893,116904,116904,4011,23,24,1,1
5299,4,77,9,0,116904,121740,121740,4836,24,25,1,1
5299,4,77,10,0,121740,125534,125534,3794,25,26,1,1
5299,4,77,11,0,125534,130463,130463,4929,26,27,1,1
5299,4,77,12,0,130463,136755,136755,6292,27,28,1,1
5299,4,78,1,0,136755,142556,142556,5801,28,29,1,1
5299,4,78,2,0,142556,147314,147314,4758,29,30,1,1
5299,4,78,3,0,147314,153255,153255,5941,30,31,1,1
5299,4,78,4,0,153255,158543,158543,5288,31,32,1,1
5299,4,78,5,0,158543,164203,164203,5660,32,33,1,1
5299,4,78,6,0,164203,168695,168695,4492,33,34,1,1
5299,4,78,7,0,168695,173423,173423,4728,34,35,1,1
5299,4,78,8,0,173423,178899,178899,5476,35,36,1,1
5299,4,78,9,0,178899,181499,181499,2600,36,37,1,1
5299,4,78,10,0,181499,184455,184455,2956,37,37,0,0
5299,4,78,11,0,184455,188193,188193,3738,37,38,1,1
5299,4,78,12,0,188193,191705,191705,3512,38,39,1,1
5299,4,79,1,0,191705,195056,195056,3351,39,40,1,1
5299,4,79,2,0,195056,197357,197357,2301,40,40,0,0
5299,4,79,3,0,197357,200814,200814,3457,40,41,1,1
5299,4,79,4,0,200814,203273,203273,2459,41,41,0,0
5299,4,79,5,0,203273,206259,206259,2986,41,42,1,1
5299,4,79,6,0,206259,208342,208342,2083,42,42,0,0
5299,4,79,7,1,208342,100,209200,-208242,42,1,0,0
5299,4,79,8,0,100,100,209200,0,1,1,0,0
5299,4,79,9,0,100,1995,211095,1895,1,1,0,0
5299,4,79,10,0,1995,4431,213531,2436,1,1,0,0
5299,4,79,11,0,4431,7005,216105,2574,1,2,1,1
5299,4,79,12,0,7005,10476,219576,3471,2,3,1,1
5299,4,80,1,0,10476,13585,222685,3109,3,3,0,0
5299,4,80,2,0,13585,16175,225275,2590,3,4,1,1
5299,4,80,3,0,16175,19493,228593,3318,4,4,0,0
5299,4,80,4,0,19493,21642,230742,2149,4,5,1,1
5299,4,80,5,0,21642,23364,232464,1722,5,5,0,0
5299,4,80,6,0,23364,24173,233273,809,5,5,0,0
5299,4,80,7,0,24173,26527,235627,2354,5,6,1,1
5299,4,80,8,0,26527,29018,238118,2491,6,6,0,0
5299,4,80,9,0,29018,31415,240515,2397,6,7,1,1
5299,4,80,10,0,31415,33762,242862,2347,7,7,0,0
5299,4,80,11,0,33762,36849,245949,3087,7,8,1,1
5299,4,80,12,0,36849,39450,248550,2601,8,8,0,0
5299,4,81,1,0,39450,41478,250578,2028,8,9,1,1
5299,4,81,2,0,41478,43578,252678,2100,9,9,0,0
5299,4,81,3,0,43578,46060,255160,2482,9,10,1,1
5299,4,81,4,0,46060,46879,255979,819,10,10,0,0
5299,4,81,5,0,46879,46879,255979,0,10,10,0,0
5299,4,81,6,0,46879,46879,255979,0,10,10,0,0
5299,4,81,7,0,46879,47515,256615,636,10,10,0,0
5299,4,81,8,0,47515,49892,258992,2377,10,10,0,0
5299,4,81,9,0,49892,51774,260874,1882,10,11,1,1
5299,4,81,10,0,51774,53310,262410,1536,11,11,0,0
5299,4,81,11,0,53310,55927,265027,2617,11,12,1,1
5299,4,81,12,0,55927,58624,267724,2697,12,12,0,0
5299,4,82,1,0,58624,61029,270129,2405,12,13,1,1
5299,4,82,2,0,61029,62439,271539,1410,13,13,0,0
5299,4,82,3,0,62439,64904,274004,2465,13,13,0,0
5299,4,82,4,0,64904,67447,276547,2543,13,14,1,1
5299,4,82,5,0,67447,69928,279028,2481,14,14,0,0
5299,4,82,6,0,69928,71839,280939,1911,14,15,1,1
5299,4,82,7,0,71839,74269,283369,2430,15,15,0,0
5299,4,82,8,0,74269,76133,285233,1864,15,16,1,1
5299,4,82,9,0,76133,78429,287529,2296,16,16,0,0
5299,4,82,10,0,78429,80361,289461,1932,16,17,1,1
5299,4,82,11,0,80361,82730,291830,2369,17,17,0,0
5299,4,82,12,0,82730,84188,293288,1458,17,17,0,0
5299,4,83,1,0,84188,86664,295764,2476,17,18,1,1
5299,4,83,2,0,86664,88995,298095,2331,18,18,0,0
5299,4,83,3,0,88995,91533,300633,2538,18,19,1,1
5299,4,83,4,0,91533,94123,303223,2590,19,19,0,0
5299,4,83,5,0,94123,95911,305011,1788,19,20,1,1
5299,4,83,6,0,95911,98496,307596,2585,20,20,0,0
5299,4,83,7,0,98496,100897,309997,2401,20,21,1,1
5299,4,83,8,0,100897,102991,312091,2094,21,21,0,0
5299,4,83,9,0,102991,105482,314582,2491,21,22,1,1
5299,4,83,10,0,105482,107623,316723,2141,22,22,0,0
5299,4,83,11,0,107623,109722,318822,2099,22,22,0,0
5299,4,83,12,0,109722,111036,320136,1314,22,23,1,1
5299,4,84,1,0,111036,111036,320136,0,23,23,0,0
5299,4,84,2,0,111036,111063,320163,27,23,23,0,0
5299,4,84,3,0,111063,111063,320163,0,23,23,0,0
5299,4,84,4,0,111063,112474,321574,1411,23,23,0,0
5299,4,84,5,0,112474,114350,323450,1876,23,23,0,0
5299,4,84,6,0,114350,117577,326677,3227,23,24,1,1
5299,4,84,7,0,117577,119789,328889,2212,24,24,0,0
5299,4,84,8,0,119789,122358,331458,2569,24,25,1,1
5299,4,84,9,0,122358,124500,333600,2142,25,25,0,0
5299,4,84,10,0,124500,126422,335522,1922,25,26,1,1
5299,4,84,11,0,126422,128500,337600,2078,26,26,0,0
5299,4,84,12,0,128500,130890,339990,2390,26,27,1,1
5299,4,85,1,0,130890,132830,341930,1940,27,27,0,0
5299,4,85,2,0,132830,134513,343613,1683,27,27,0,0
5299,4,85,3,0,134513,136302,345402,1789,27,28,1,1
5299,4,85,4,0,136302,137898,346998,0,28,28,0,0
5300,4,75,8,0,0,532,532,532,1,1,0,0
5300,4,75,9,0,532,5916,5916,5384,1,2,1,1
5300,4,75,10,0,5916,10924,10924,5008,2,3,1,1
5300,4,75,11,0,10924,15369,15369,4445,3,4,1,1
5300,4,75,12,0,15369,21457,21457,6088,4,5,1,1
5300,4,76,1,0,21457,26568,26568,5111,5,6,1,1
5300,4,76,2,0,26568,29790,29790,3222,6,6,0,0
5300,4,76,3,0,29790,35774,35774,5984,6,8,2,2
5300,4,76,4,0,35774,41134,41134,5360,8,9,1,1
5300,4,76,5,0,41134,46535,46535,5401,9,10,1,1
5300,4,76,6,0,46535,51614,51614,5079,10,11,1,1
5300,4,76,7,0,51614,55387,55387,3773,11,12,1,1
5300,4,76,8,0,55387,59683,59683,4296,12,12,0,0
5300,4,76,9,0,59683,64573,64573,4890,12,13,1,1
5300,4,76,10,0,64573,68913,68913,4340,13,14,1,1
5300,4,76,11,0,68913,72249,72249,3336,14,15,1,1
5300,4,76,12,0,72249,76424,76424,4175,15,16,1,1
5300,4,77,1,0,76424,79567,79567,3143,16,16,0,0
5300,4,77,2,0,79567,83337,83337,3770,16,17,1,1
5300,4,77,3,0,83337,87297,87297,3960,17,18,1,1
5300,4,77,4,0,87297,90624,90624,3327,18,19,1,1
5300,4,77,5,0,90624,93889,93889,3265,19,19,0,0
5300,4,77,6,0,93889,98082,98082,4193,19,20,1,1
5300,4,77,7,0,98082,102638,102638,4556,20,21,1,1
5300,4,77,8,0,102638,106713,106713,4075,21,22,1,1
5300,4,77,9,0,106713,111076,111076,4363,22,23,1,1
5300,4,77,10,0,111076,116166,116166,5090,23,24,1,1
5300,4,77,11,0,116166,120324,120324,4158,24,25,1,1
5300,4,77,12,0,120324,124412,124412,4088,25,25,0,0
5300,4,78,1,0,124412,129308,129308,4896,25,26,1,1
5300,4,78,2,0,129308,133632,133632,4324,26,27,1,1
5300,4,78,3,0,133632,137936,137936,4304,27,28,1,1
5300,4,78,4,0,137936,142777,142777,4841,28,29,1,1
5300,4,78,5,0,142777,147696,147696,4919,29,30,1,1
5300,4,78,6,0,147696,152119,152119,4423,30,31,1,1
5300,4,78,7,0,152119,156632,156632,4513,31,32,1,1
5300,4,78,8,0,156632,161910,161910,5278,32,33,1,1
5300,4,78,9,0,161910,165955,165955,4045,33,34,1,1
5300,4,78,10,0,165955,170206,170206,4251,34,35,1,1
5300,4,78,11,0,170206,173917,173917,3711,35,35,0,0
5300,4,78,12,0,173917,177528,177528,3611,35,36,1,1
5300,4,79,1,0,177528,181342,181342,3814,36,37,1,1
5300,4,79,2,0,181342,185017,185017,3675,37,38,1,1
5300,4,79,3,0,185017,189173,189173,4156,38,38,0,0
5300,4,79,4,0,189173,191555,191555,2382,38,39,1,1
5300,4,79,5,0,191555,193663,193663,2108,39,39,0,0
5300,4,79,6,0,193663,194819,194819,1156,39,39,0,0
5300,4,79,7,0,194819,196256,196256,1437,39,40,1,1
5300,4,79,8,0,196256,198872,198872,2616,40,40,0,0
5300,4,79,9,0,198872,200768,200768,1896,40,41,1,1
5300,4,79,10,0,200768,200768,200768,0,41,41,0,0
5300,4,79,11,0,200768,200768,200768,0,41,41,0,0
5300,4,79,12,0,200768,201290,201290,522,41,41,0,0
5300,4,80,1,0,201290,204624,204624,3334,41,41,0,0
5300,4,80,2,0,204624,207765,207765,3141,41,42,1,1
5300,4,80,3,0,207765,211395,211395,3630,42,43,1,1
5300,4,80,4,0,211395,213103,213103,1708,43,43,0,0
5300,4,80,5,0,213103,213967,213967,864,43,43,0,0
5300,4,80,6,1,213967,1947,216947,-212020,43,1,0,0
5300,4,80,7,0,1947,4181,219181,2234,1,1,0,0
5300,4,80,8,0,4181,7236,222236,3055,1,2,1,1
5300,4,80,9,0,7236,9514,224514,2278,2,2,0,0
5300,4,80,10,0,9514,12804,227804,3290,2,3,1,1
5300,4,80,11,0,12804,15311,230311,2507,3,4,1,1
5300,4,80,12,0,15311,18347,233347,3036,4,4,0,0
5300,4,81,1,0,18347,21269,236269,2922,4,5,1,1
5300,4,81,2,0,21269,26243,241243,4974,5,6,1,1
5300,4,81,3,0,26243,29254,244254,3011,6,6,0,0
5300,4,81,4,0,29254,33078,248078,3824,6,7,1,1
5300,4,81,5,0,33078,35510,250510,2432,7,8,1,1
5300,4,81,6,0,35510,37705,252705,2195,8,8,0,0
5300,4,81,7,0,37705,41155,256155,3450,8,9,1,1
5300,4,81,8,0,41155,45512,260512,4357,9,10,1,1
5300,4,81,9,0,45512,49436,264436,3924,10,10,0,0
5300,4,81,10,0,49436,52011,267011,2575,10,11,1,1
5300,4,81,11,0,52011,53844,268844,1833,11,11,0,0
5300,4,81,12,0,53844,56296,271296,2452,11,12,1,1
5300,4,82,1,0,56296,59236,274236,2940,12,12,0,0
5300,4,82,2,0,59236,61820,276820,2584,12,13,1,1
5300,4,82,3,0,61820,66454,281454,4634,13,14,1,1
5300,4,82,4,0,66454,69811,284811,3357,14,14,0,0
5300,4,82,5,0,69811,72779,287779,2968,14,15,1,1
5300,4,82,6,0,72779,76326,291326,3547,15,16,1,1
5300,4,82,7,0,76326,79211,294211,2885,16,16,0,0
5300,4,82,8,0,79211,82193,297193,2982,16,17,1,1
5300,4,82,9,0,82193,84079,299079,1886,17,17,0,0
5300,4,82,10,0,84079,86664,301664,2585,17,18,1,1
5300,4,82,11,0,86664,90155,305155,3491,18,19,1,1
5300,4,82,12,0,90155,91777,306777,1622,19,19,0,0
5300,4,83,1,0,91777,93653,308653,1876,19,19,0,0
5300,4,83,2,0,93653,96416,311416,2763,19,20,1,1
5300,4,83,3,0,96416,98426,313426,2010,20,20,0,0
5300,4,83,4,0,98426,100864,315864,2438,20,21,1,1
5300,4,83,5,0,100864,102516,317516,1652,21,21,0,0
5300,4,83,6,0,102516,104357,319357,1841,21,21,0,0
5300,4,83,7,0,104357,106746,321746,2389,21,22,1,1
5300,4,83,8,0,106746,108643,323643,1897,22,22,0,0
5300,4,83,9,0,108643,110224,325224,1581,22,23,1,1
5300,4,83,10,0,110224,111630,326630,1406,23,23,0,0
